iter	Passed	Remaining
509	3079	8995
510	3085	8989
511	3090	8983
512	3096	8975
513	3102	8968
514	3108	8961
515	3113	8954
516	3118	8946
517	3124	8938
518	3129	8929
519	3134	8922
520	3140	8915
521	3145	8907
522	3151	8900
523	3157	8893
524	3162	8885
525	3168	8878
526	3173	8870
527	3179	8863
528	3184	8856
529	3190	8848
530	3195	8840
531	3201	8833
532	3206	8826
533	3212	8818
534	3218	8812
535	3223	8804
536	3229	8797
537	3234	8790
538	3240	8782
539	3245	8774
540	3250	8766
541	3256	8759
542	3261	8751
543	3267	8745
544	3272	8737
545	3278	8729
546	3284	8723
547	3289	8715
548	3295	8708
549	3300	8702
550	3305	8693
551	3311	8686
552	3316	8678
553	3321	8670
554	3327	8662
555	3332	8655
556	3338	8648
557	3343	8639
558	3348	8632
559	3354	8625
560	3360	8618
561	3365	8612
562	3371	8605
563	3377	8598
564	3382	8591
565	3388	8583
566	3393	8577
567	3399	8570
568	3404	8562
569	3410	8555
570	3416	8548
571	3421	8542
572	3427	8535
573	3433	8529
574	3438	8521
575	3443	8513
576	3448	8505
577	3453	8497
578	3459	8489
579	3464	8482
580	3469	8474
581	3474	8465
582	3479	8458
583	3485	8450
584	3490	8442
585	3495	8435
586	3501	8427
587	3506	8420
588	3511	8413
589	3517	8405
590	3522	8397
591	3528	8392
592	3533	8384
593	3539	8377
594	3544	8369
595	3549	8361
596	3554	8353
597	3560	8347
598	3565	8339
599	3570	8331
600	3576	8324
601	3581	8317
602	3586	8309
603	3592	8303
604	3597	8295
605	3602	8287
606	3608	8281
607	3613	8273
608	3619	8267
609	3625	8260
610	3630	8253
611	3636	8247
612	3642	8241
613	3647	8234
614	3652	8226
615	3658	8220
616	3664	8213
617	3669	8205
618	3674	8198
619	3679	8190
620	3684	8182
621	3690	8176
622	3696	8169
623	3701	8162
624	3707	8155
625	3712	8148
626	3717	8140
627	3723	8134
628	3728	8127
629	3734	8120
630	3740	8114
631	3745	8107
632	3751	8100
633	3756	8094
634	3762	8087
635	3767	8080
636	3773	8073
637	3778	8066
638	3784	8060
639	3789	8053
640	3795	8046
641	3800	8039
642	3805	8031
643	3810	8024
644	3816	8017
645	3821	8010
646	3826	8002
647	3832	7996
648	3839	7992
649	3845	7985
650	3851	7980
651	3856	7973
652	3862	7966
653	3867	7960
654	3873	7952
655	3878	7946
656	3884	7940
657	3889	7933
658	3895	7926
659	3901	7920
660	3906	7913
661	3911	7905
662	3916	7898
663	3922	7892
664	3927	7885
665	3933	7878
666	3938	7871
667	3944	7865
668	3950	7859
669	3955	7852
670	3961	7845
671	3967	7840
672	3972	7833
673	3978	7826
674	3984	7820
675	3989	7813
676	3994	7806
677	4000	7800
678	4005	7793
679	4011	7786
680	4016	7779
681	4021	7772
682	4027	7765
683	4033	7759
684	4038	7753
685	4044	7747
686	4050	7740
687	4055	7733
688	4061	7727
689	4066	7720
690	4072	7714
691	4078	7708
692	4084	7702
693	4089	7696
694	4095	7690
695	4101	7684
696	4107	7678
697	4113	7673
698	4119	7666
699	4124	7659
700	4130	7654
701	4136	7647
702	4142	7642
703	4148	7637
704	4153	7630
705	4160	7624
706	4165	7618
707	4171	7611
708	4176	7605
709	4182	7599
710	4188	7592
711	4194	7587
712	4199	7580
713	4205	7574
714	4211	7568
715	4216	7562
716	4222	7556
717	4228	7550
718	4234	7544
719	4240	7539
720	4246	7532
721	4251	7525
722	4257	7519
723	4262	7512
724	4267	7505
725	4273	7499
726	4278	7492
727	4284	7486
728	4290	7481
729	4296	7474
730	4301	7467
731	4307	7462
732	4313	7456
733	4319	7449
734	4324	7443
735	4329	7436
736	4335	7429
737	4340	7423
738	4346	7416
739	4351	7409
740	4357	7403
741	4363	7397
742	4368	7390
743	4374	7384
744	4381	7381
745	4388	7376
746	4395	7372
747	4401	7366
748	4407	7362
749	4413	7355
750	4419	7349
751	4425	7343
752	4430	7337
753	4436	7331
754	4442	7325
755	4448	7319
756	4454	7313
757	4459	7307
758	4466	7302
759	4472	7297
760	4478	7291
761	4484	7285
762	4491	7281
763	4496	7274
764	4502	7269
765	4508	7262
766	4513	7255
767	4519	7250
768	4525	7243
769	4530	7237
770	4536	7231
771	4541	7224
772	4547	7217
773	4553	7212
774	4558	7205
775	4564	7199
776	4569	7193
777	4575	7186
778	4581	7180
779	4586	7173
780	4592	7168
781	4598	7162
782	4604	7156
783	4609	7149
784	4615	7143
785	4620	7136
786	4626	7130
787	4632	7124
788	4637	7117
789	4643	7111
790	4649	7106
791	4654	7100
792	4660	7093
793	4666	7087
794	4671	7081
795	4677	7074
796	4682	7068
797	4687	7061
798	4693	7054
799	4698	7048
800	4704	7042
801	4710	7036
802	4715	7029
803	4720	7022
804	4726	7015
805	4731	7009
806	4736	7002
807	4742	6996
808	4747	6989
809	4753	6983
810	4759	6977
811	4765	6971
812	4770	6965
813	4776	6959
814	4781	6952
815	4786	6945
816	4792	6940
817	4798	6933
818	4803	6927
819	4809	6921
820	4815	6915
821	4821	6909
822	4827	6904
823	4833	6898
824	4839	6892
825	4845	6887
826	4851	6881
827	4858	6876
828	4863	6870
829	4869	6864
830	4875	6858
831	4881	6852
832	4886	6845
833	4892	6840
834	4898	6834
835	4904	6828
836	4909	6822
837	4915	6816
838	4922	6811
839	4928	6805
840	4933	6799
841	4940	6794
842	4946	6788
843	4952	6782
844	4958	6777
845	4964	6771
846	4970	6765
847	4976	6759
848	4981	6753
849	4987	6748
850	4992	6741
851	4998	6734
852	5003	6728
853	5009	6722
854	5014	6715
855	5020	6709
856	5026	6703
857	5032	6697
858	5038	6692
859	5043	6686
860	5049	6679
861	5055	6674
862	5061	6668
863	5066	6662
864	5072	6656
865	5078	6649
866	5084	6643
867	5089	6637
868	5094	6630
869	5100	6625
870	5106	6619
871	5111	6612
872	5117	6606
873	5122	6599
874	5128	6593
875	5133	6587
876	5139	6580
877	5144	6574
878	5150	6568
879	5155	6561
880	5161	6555
881	5166	6549
882	5171	6542
883	5177	6536
884	5183	6530
885	5189	6524
886	5194	6518
887	5200	6512
888	5206	6506
889	5211	6499
890	5217	6493
891	5222	6487
892	5228	6481
893	5233	6475
894	5239	6469
895	5245	6463
896	5250	6456
897	5256	6450
898	5262	6444
899	5268	6438
900	5273	6432
901	5279	6426
902	5284	6419
903	5290	6413
904	5295	6407
905	5301	6401
906	5306	6394
907	5312	6388
908	5317	6381
909	5322	6375
910	5328	6369
911	5333	6362
912	5338	6356
913	5344	6349
914	5350	6344
915	5356	6339
916	5362	6333
917	5368	6327
918	5373	6320
919	5379	6314
920	5384	6308
921	5389	6301
922	5395	6295
923	5400	6288
924	5405	6281
925	5410	6275
926	5416	6269
927	5421	6263
928	5427	6256
929	5432	6250
930	5437	6243
931	5443	6238
932	5449	6231
933	5454	6225
934	5460	6219
935	5466	6213
936	5471	6207
937	5477	6201
938	5483	6195
939	5489	6189
940	5494	6183
941	5499	6177
942	5505	6170
943	5510	6164
944	5516	6158
945	5521	6152
946	5527	6146
947	5532	6139
948	5538	6134
949	5544	6127
950	5549	6121
951	5555	6115
952	5560	6108
953	5565	6102
954	5571	6096
955	5576	6090
956	5582	6083
957	5587	6077
958	5592	6070
959	5598	6064
960	5603	6058
961	5609	6052
962	5614	6046
963	5621	6041
964	5626	6034
965	5631	6028
966	5638	6022
967	5644	6017
968	5649	6011
969	5655	6005
970	5661	5999
971	5666	5992
972	5672	5987
973	5678	5981
974	5683	5975
975	5689	5969
976	5694	5962
977	5700	5956
978	5706	5951
979	5711	5944
980	5716	5938
981	5722	5931
982	5727	5925
983	5733	5919
984	5738	5913
985	5744	5907
986	5750	5901
987	5755	5895
988	5761	5889
989	5767	5883
990	5772	5877
991	5777	5871
992	5783	5865
993	5789	5859
994	5794	5853
995	5800	5847
996	5806	5840
997	5811	5835
998	5817	5829
999	5823	5823
1000	5829	5818
1001	5835	5812
1002	5840	5805
1003	5846	5799
1004	5851	5793
1005	5857	5787
1006	5863	5781
1007	5868	5775
1008	5874	5769
1009	5881	5764
1010	5887	5758
1011	5892	5752
1012	5898	5746
1013	5903	5740
1014	5908	5733
1015	5914	5728
1016	5919	5721
1017	5925	5715
1018	5930	5709
1019	5935	5703
1020	5941	5696
1021	5946	5690
1022	5952	5684
1023	5957	5678
1024	5963	5672
1025	5969	5667
1026	5976	5662
1027	5983	5657
1028	5989	5652
1029	5996	5646
1030	6001	5640
1031	6007	5634
1032	6013	5629
1033	6018	5623
1034	6025	5617
1035	6031	5611
1036	6036	5606
1037	6042	5600
1038	6048	5594
1039	6054	5588
1040	6059	5582
1041	6065	5576
1042	6070	5569
1043	6076	5564
1044	6081	5558
1045	6087	5551
1046	6093	5546
1047	6098	5539
1048	6103	5533
1049	6109	5527
1050	6114	5521
1051	6119	5514
1052	6125	5508
1053	6130	5502
1054	6136	5496
1055	6142	5491
1056	6148	5485
1057	6154	5479
1058	6160	5474
1059	6167	5469
1060	6174	5464
1061	6185	5463
1062	6192	5458
1063	6199	5453
1064	6205	5448
1065	6212	5443
1066	6219	5438
1067	6226	5433
1068	6232	5428
1069	6240	5423
1070	6247	5419
1071	6254	5414
1072	6260	5408
1073	6267	5403
1074	6273	5398
1075	6280	5393
1076	6286	5387
1077	6292	5381
1078	6298	5376
1079	6305	5371
1080	6312	5366
1081	6318	5361
1082	6325	5355
1083	6330	5349
1084	6337	5344
1085	6342	5337
1086	6347	5331
1087	6354	5326
1088	6359	5320
1089	6365	5314
1090	6371	5308
1091	6377	5302
1092	6384	5297
1093	6390	5292
1094	6396	5286
1095	6402	5281
1096	6409	5275
1097	6415	5270
1098	6421	5264
1099	6427	5259
1100	6434	5253
1101	6440	5248
1102	6446	5242
1103	6452	5236
1104	6458	5230
1105	6464	5225
1106	6470	5219
1107	6477	5214
1108	6483	5209
1109	6489	5203
1110	6496	5198
1111	6503	5193
1112	6509	5187
1113	6517	5183
1114	6523	5177
1115	6530	5172
1116	6536	5167
1117	6542	5161
1118	6549	5156
1119	6554	5150
1120	6561	5144
1121	6566	5138
1122	6572	5132
1123	6578	5126
1124	6584	5120
1125	6590	5115
1126	6596	5109
1127	6601	5103
1128	6607	5097
1129	6613	5091
1130	6618	5085
1131	6623	5079
1132	6630	5073
1133	6635	5067
1134	6641	5061
1135	6647	5056
1136	6653	5050
1137	6659	5044
1138	6665	5038
1139	6670	5032
1140	6676	5026
1141	6682	5020
1142	6687	5014
1143	6694	5009
1144	6700	5003
1145	6706	4997
1146	6712	4991
1147	6717	4985
1148	6723	4980
1149	6730	4974
1150	6736	4968
1151	6742	4963
1152	6748	4957
1153	6754	4951
1154	6762	4947
1155	6769	4942
1156	6775	4936
1157	6781	4931
1158	6788	4925
1159	6794	4920
1160	6800	4914
1161	6808	4909
1162	6814	4904
1163	6821	4899
1164	6827	4893
1165	6833	4887
1166	6840	4882
1167	6846	4877
1168	6853	4872
1169	6859	4866
1170	6865	4860
1171	6871	4854
1172	6877	4848
1173	6882	4842
1174	6888	4836
1175	6893	4830
1176	6899	4824
1177	6905	4818
1178	6910	4812
1179	6915	4805
1180	6921	4799
1181	6926	4793
1182	6932	4787
1183	6938	4781
1184	6943	4775
1185	6949	4769
1186	6954	4763
1187	6960	4757
1188	6965	4751
1189	6971	4745
1190	6977	4739
1191	6983	4734
1192	6989	4728
1193	6995	4721
1194	7000	4715
1195	7006	4709
1196	7012	4703
1197	7017	4698
1198	7023	4691
1199	7028	4685
1200	7034	4679
1201	7039	4673
1202	7045	4667
1203	7050	4661
1204	7056	4655
1205	7061	4648
1206	7067	4643
1207	7072	4636
1208	7077	4630
1209	7084	4625
1210	7089	4619
1211	7096	4613
1212	7101	4607
1213	7107	4601
1214	7113	4595
1215	7118	4589
1216	7123	4583
1217	7129	4577
1218	7134	4571
1219	7140	4565
1220	7145	4559
1221	7151	4552
1222	7156	4546
1223	7161	4540
1224	7167	4534
1225	7172	4528
1226	7178	4522
1227	7184	4516
1228	7189	4510
1229	7195	4504
