iter	Logloss
405	0.4813128991
406	0.4812526831
407	0.4812000001
408	0.4811386415
409	0.4810256021
410	0.4809560912
411	0.4808571608
412	0.4807920652
413	0.4807414784
414	0.4806361089
415	0.4805729016
416	0.4805260579
417	0.4804716489
418	0.4803875763
419	0.4803039168
420	0.4802014698
421	0.4801587693
422	0.4801086128
423	0.4800318299
424	0.4799589426
425	0.4798933397
426	0.4798224668
427	0.4797770607
428	0.4797248866
429	0.4796120686
430	0.4795452997
431	0.4794882356
432	0.4794432777
433	0.4793794082
434	0.4793161957
435	0.4792653108
436	0.4791750452
437	0.479107262
438	0.4790468904
439	0.4790087108
440	0.478926771
441	0.4788612458
442	0.4787970998
443	0.4787262161
444	0.4786605748
445	0.4786017274
446	0.4785521683
447	0.4784863964
448	0.4783931888
449	0.4783291443
450	0.4782587236
451	0.4781927578
452	0.4781138726
453	0.4780136667
454	0.477961979
455	0.4779321124
456	0.477892966
457	0.477819629
458	0.477744506
459	0.4777068497
460	0.4776673302
461	0.4775909018
462	0.4775295787
463	0.4774761427
464	0.4774460565
465	0.4773627163
466	0.4773046322
467	0.4772268985
468	0.4771445665
469	0.4770509447
470	0.4769958689
471	0.4769165845
472	0.4768562331
473	0.4767504698
474	0.4766911816
475	0.4766036566
476	0.4765350004
477	0.4764937
478	0.4764313195
479	0.4763829473
480	0.4763407142
481	0.4762843985
482	0.4762332719
483	0.476185197
484	0.4761412374
485	0.4760541865
486	0.4760124267
487	0.4759659466
488	0.4759273317
489	0.4758705206
490	0.4758105409
491	0.4757331184
492	0.47570042
493	0.4756223138
494	0.4755466251
495	0.4754833199
496	0.4754022537
497	0.4753525109
498	0.4752943936
499	0.4752034349
500	0.475142247
501	0.4750939365
502	0.4750428263
503	0.4749860859
504	0.4749534947
505	0.474883711
506	0.4747692275
507	0.4746780184
508	0.474635664
509	0.4745516241
510	0.4744826188
511	0.4744128415
512	0.4743380838
513	0.4742821792
514	0.4742255843
515	0.4741470006
516	0.4740672428
517	0.4740267185
518	0.4739401828
519	0.4738876083
520	0.4738374638
521	0.4737623858
522	0.4736768493
523	0.4736248159
524	0.473576342
525	0.4735291122
526	0.4734820489
527	0.4734084896
528	0.4733397301
529	0.4732872014
530	0.4732390444
531	0.4731628726
532	0.4730976082
533	0.4730337954
534	0.4729781496
535	0.4729232217
536	0.4728593026
537	0.4728126189
538	0.4727726177
539	0.4727267201
540	0.4726729088
541	0.4726123815
542	0.4725710334
543	0.4724983027
544	0.4724563646
545	0.4723868582
546	0.472333091
547	0.4722483056
548	0.4721974427
549	0.4721660215
550	0.472132645
551	0.4720772678
552	0.4720231367
553	0.4719674456
554	0.4718959008
555	0.471845856
556	0.4718107942
557	0.4717786985
558	0.4717227922
559	0.4716720634
560	0.471620699
561	0.471568746
562	0.4714952252
563	0.4714406217
564	0.4713714337
565	0.4712998511
566	0.4712055317
567	0.4711277885
568	0.4710823494
569	0.4710182231
570	0.4709591777
571	0.4708927731
572	0.4708252558
573	0.4707479781
574	0.4707197229
575	0.4706528191
576	0.4706117747
577	0.4705479096
578	0.4705073081
579	0.47042293
580	0.4704162288
581	0.470411418
582	0.4703588829
583	0.4703127811
584	0.4702708255
585	0.4702274997
586	0.4701807482
587	0.4701310907
588	0.4700803393
589	0.4700210907
590	0.4699547876
591	0.4699068667
592	0.469840437
593	0.4697768568
594	0.4697239295
595	0.4697027772
596	0.4696646677
597	0.4696314314
598	0.4695803667
599	0.4695450151
600	0.4694887792
601	0.4694142098
602	0.4693930938
603	0.4693332244
604	0.4692988364
605	0.4692403413
606	0.4691795696
607	0.4691073724
608	0.4690640565
609	0.4690035937
610	0.4689381348
611	0.4688820144
612	0.468831312
613	0.4687973848
614	0.4687291242
615	0.4686736691
616	0.4686387798
617	0.4685959719
618	0.4685337002
619	0.4685256737
620	0.4684895274
621	0.4684353049
622	0.468360325
623	0.4682913266
624	0.4682431822
625	0.4681870577
626	0.4681472588
627	0.4680871939
628	0.4680362994
629	0.4679972883
630	0.4679214452
631	0.4678754525
632	0.4678124698
633	0.4677360219
634	0.4676752139
635	0.4676345587
636	0.4675804067
637	0.467526675
638	0.4674637789
639	0.467446567
640	0.4674288892
641	0.4673789209
642	0.467367467
643	0.4673308713
644	0.4672745491
645	0.4672375068
646	0.467197025
647	0.4671314023
648	0.4670864294
649	0.4670646616
650	0.4670136718
651	0.4669670139
652	0.4669227385
653	0.4668812351
654	0.4668418501
655	0.4667546425
656	0.4666976567
657	0.4666663112
658	0.4666159083
659	0.4665570465
660	0.4665508116
661	0.4665129224
662	0.4664602881
663	0.4664083063
664	0.4663481857
665	0.4662904762
666	0.4662216061
667	0.4661644255
668	0.4661018804
669	0.4660792149
670	0.4660213317
671	0.4659829873
672	0.4659361159
673	0.4658964145
674	0.4658413412
675	0.4657819384
676	0.4657523856
677	0.4657257098
678	0.4656448693
679	0.4655766532
680	0.4655209614
681	0.4655151064
682	0.4654646224
683	0.4654013689
684	0.4653462811
685	0.4652949659
686	0.4652441876
687	0.4652020021
688	0.4651657401
689	0.4651282521
690	0.4650887065
691	0.4650619055
692	0.4649945921
693	0.4649529283
694	0.4648988393
695	0.4648605219
696	0.4648079571
697	0.4647497531
698	0.4646795432
699	0.4646287621
700	0.4645701141
701	0.4645076431
702	0.4644540341
703	0.4643829248
704	0.4643308262
705	0.4642887556
706	0.464254642
707	0.4642322343
708	0.4641896691
709	0.464141698
710	0.4641088168
711	0.4640863231
712	0.4640431932
713	0.4639980955
714	0.4639554263
715	0.4638907657
716	0.4638406932
717	0.46378264
718	0.4637272098
719	0.4636978757
720	0.4636627379
721	0.4636080668
722	0.4635425072
723	0.4635371351
724	0.4634912834
725	0.4634279603
726	0.4633832663
727	0.4633236824
728	0.4632843849
729	0.4632590816
730	0.4632072391
731	0.4631567713
732	0.4631085192
733	0.4630572925
734	0.4630096536
735	0.4629789317
736	0.4629095383
737	0.4628787773
738	0.4628255495
739	0.462772491
740	0.4627143869
741	0.4626667992
742	0.462623797
743	0.4625770981
744	0.4625046417
745	0.4624643115
746	0.462408143
747	0.4623319063
748	0.4622866616
749	0.4622393196
750	0.4622360033
751	0.4621790955
752	0.4621565862
753	0.4621224837
754	0.4620880312
755	0.4620646732
756	0.462017458
757	0.4619729087
758	0.4619390875
759	0.4619288953
760	0.46189486
761	0.4618411946
762	0.4617948875
763	0.4617620855
764	0.4617308357
765	0.4616721657
766	0.4616269333
767	0.461600156
768	0.4615526898
769	0.4615041096
770	0.4614670089
771	0.461460489
772	0.4614197179
773	0.4613869945
774	0.4613359407
775	0.4613030882
776	0.461260339
777	0.4612306599
778	0.4611831359
779	0.4611266387
780	0.4610927229
781	0.4610376488
782	0.460976274
783	0.4609412146
784	0.4609070056
785	0.4608825099
786	0.4608303728
787	0.4607832306
788	0.4607410872
789	0.4606996672
790	0.4606317409
791	0.4605959042
792	0.4605533829
793	0.4605069133
794	0.4604800049
795	0.4604609084
796	0.46041162
797	0.460382782
798	0.4603322267
799	0.4603004709
800	0.4602450099
801	0.460199873
802	0.4601834298
803	0.4601289714
804	0.4601080667
805	0.4600545234
806	0.4600282669
807	0.4600053764
808	0.4599524989
809	0.459891085
810	0.4598354288
811	0.4597833625
812	0.4597264329
813	0.4596857353
814	0.4596484189
815	0.4595981384
816	0.4595476561
817	0.4595034154
818	0.4594737153
819	0.4594258189
820	0.4593885246
821	0.4593558451
822	0.4592852746
823	0.4592431709
824	0.4591939837
825	0.459163354
826	0.4591220879
827	0.4590810931
828	0.4590457469
829	0.4590030396
830	0.4589661947
831	0.4589221153
832	0.4588935492
833	0.4588697841
834	0.4588255273
835	0.4587749166
836	0.458748959
837	0.4587049812
838	0.4586615347
839	0.4585997117
840	0.4585981187
841	0.4585417895
842	0.4584934733
843	0.458446125
844	0.4583964735
845	0.4583649827
846	0.45830887
847	0.4582585727
848	0.4582177885
849	0.458168308
850	0.4581144047
851	0.4580844604
852	0.4580347004
853	0.4579864176
854	0.4579531046
855	0.4579274249
856	0.4578806041
857	0.4578433791
858	0.457798856
859	0.4577575719
860	0.4577234665
861	0.4577029898
862	0.4576779585
863	0.4576383782
864	0.4575967688
865	0.4575473514
866	0.4574958839
867	0.4574586659
868	0.4574151516
869	0.4573636297
870	0.4573235373
871	0.457296406
872	0.4572407032
873	0.4572108213
874	0.4571620475
875	0.4571286661
876	0.4570807652
877	0.4570360654
878	0.4569996343
879	0.4569576149
880	0.4569082228
881	0.4568823294
882	0.456848618
883	0.4568145268
884	0.4567783877
885	0.4567374032
886	0.4566961659
887	0.4566571077
888	0.4566011891
889	0.4565642259
890	0.456528655
891	0.4564929267
892	0.4564238408
893	0.4563707657
894	0.4563363847
895	0.4562849407
896	0.4562816587
897	0.4562408316
898	0.4562110607
899	0.4561758359
900	0.4561337494
901	0.4560944457
902	0.4560512956
903	0.4559973654
904	0.4559480661
905	0.4558946196
906	0.4558479281
907	0.4558017954
908	0.4557665957
909	0.4557280334
910	0.455707995
911	0.4556816024
912	0.4556320635
913	0.4555966026
914	0.4555522714
915	0.4554846326
916	0.455427414
917	0.4553957364
918	0.4553598891
919	0.4553325221
920	0.4552923434
921	0.4552479035
922	0.4552218846
923	0.4551890745
924	0.4551857126
925	0.4551418913
926	0.4551025284
927	0.4550656969
928	0.4550186555
929	0.4549845124
930	0.4549604247
931	0.4549289073
932	0.4548964018
933	0.4548578427
934	0.454838168
935	0.4548001136
936	0.4547752417
937	0.4547290094
938	0.4546746247
939	0.4546273449
940	0.4545808128
941	0.4545326433
942	0.4544809844
943	0.4544396359
944	0.4544143485
945	0.454379436
946	0.4543253223
947	0.4542899389
948	0.4542315083
949	0.4541991917
950	0.4541610215
951	0.4541102069
952	0.4540849703
953	0.4540524532
954	0.454000612
955	0.4539609787
956	0.4539275248
957	0.4539055732
958	0.453865925
959	0.4538373404
960	0.4537849427
961	0.4537488733
962	0.4537285162
963	0.4536912725
964	0.4536789753
965	0.4536446463
966	0.4535950265
967	0.4535668692
968	0.4535428288
969	0.453498672
970	0.453468271
971	0.4534389914
972	0.4533971377
973	0.4533477265
974	0.4533207861
975	0.453309492
976	0.4532621531
977	0.4532188173
978	0.4531695562
979	0.4531285275
980	0.4531268232
981	0.4530984598
982	0.4530681695
983	0.453042118
984	0.4529943324
985	0.4529679141
986	0.4529106398
987	0.4528730129
988	0.4528294136
989	0.452779774
990	0.4527272734
991	0.4526902742
992	0.4526606332
993	0.4526240378
994	0.4525967969
995	0.4525393647
996	0.4524977904
997	0.4524687292
998	0.4524436687
999	0.4524013854
1000	0.4523683501
1001	0.4523244588
1002	0.4522996023
1003	0.4522614682
1004	0.4522251651
1005	0.4521764154
1006	0.452148523
1007	0.452129336
1008	0.4520765349
1009	0.4520371513
1010	0.4519917689
1011	0.4519440225
1012	0.4519221249
1013	0.4518910809
1014	0.4518496649
1015	0.4518049162
1016	0.451778214
1017	0.4517348296
1018	0.4516969886
1019	0.4516667082
1020	0.4516399224
1021	0.451620444
1022	0.4515966084
1023	0.451557588
1024	0.4515215833
1025	0.4514833132
1026	0.4514535306
1027	0.4514102356
1028	0.4513809075
1029	0.4513346506
1030	0.4512803568
1031	0.4512636637
1032	0.4512212098
1033	0.4511925239
1034	0.4511417531
1035	0.4510981504
1036	0.4510663175
1037	0.4510293376
1038	0.4509917579
1039	0.4509412011
1040	0.4509105794
1041	0.450868658
1042	0.4508259537
1043	0.4507902098
1044	0.4507456456
1045	0.4507162935
1046	0.4506831565
1047	0.4506462348
1048	0.4506197455
1049	0.4506155591
1050	0.4505977789
1051	0.4505490852
1052	0.4505363075
1053	0.4504909934
1054	0.4504561464
1055	0.4504124062
1056	0.4503892954
1057	0.4503540802
1058	0.4503134493
1059	0.4502780764
1060	0.4502269271
1061	0.4501917904
1062	0.4501548316
1063	0.450113751
1064	0.4500911833
1065	0.4500514011
1066	0.4500308973
1067	0.4499829758
1068	0.4499438427
1069	0.449885625
1070	0.4498495445
1071	0.4498149899
1072	0.4497830868
1073	0.4497442329
1074	0.4497427664
1075	0.4496948502
1076	0.449688601
1077	0.4496589524
1078	0.4496561843
1079	0.4496283208
1080	0.4495819414
1081	0.4495474433
1082	0.4495030834
1083	0.4494726405
1084	0.449443292
1085	0.4494417942
1086	0.4494102244
1087	0.4493846692
1088	0.4493380986
1089	0.449290708
1090	0.4492894824
1091	0.4492522162
1092	0.4492135277
1093	0.4491750381
1094	0.4491202
1095	0.4490861411
1096	0.4490532724
1097	0.4490235839
1098	0.4489947613
1099	0.4489600289
1100	0.448943091
1101	0.4488921721
1102	0.4488697172
1103	0.4488485501
1104	0.4488238472
1105	0.4487863385
1106	0.4487458791
1107	0.4487171332
1108	0.4486770617
1109	0.4486381664
1110	0.4486056341
1111	0.4485613689
1112	0.4485336295
1113	0.4485070513
1114	0.4484684982
1115	0.4484322257
1116	0.4483958997
1117	0.4483346491
1118	0.4482844566
1119	0.4482482805
1120	0.4482237471
1121	0.4481800377
1122	0.4481385574
1123	0.4481095335
1124	0.4480632985
1125	0.4480167992
1126	0.4479879028
1127	0.4479707247
1128	0.4479330653
1129	0.4478969447
1130	0.4478624458
1131	0.4478090832
1132	0.4477667155
1133	0.4477390048
1134	0.4476996409
1135	0.4476821481
1136	0.4476359888
1137	0.4475964243
1138	0.4475726806
1139	0.4475327956
1140	0.4474831113
1141	0.4474653218
1142	0.4474348351
1143	0.4473768273
1144	0.4473299835
1145	0.4472855204
1146	0.4472447965
1147	0.4472082338
1148	0.4471668609
1149	0.4471036983
1150	0.4470581029
1151	0.4470169786
1152	0.4469800735
1153	0.4469733159
1154	0.4469302865
1155	0.4468879949
1156	0.4468558656
1157	0.4468196206
1158	0.4467919446
1159	0.4467682878
1160	0.4467396588
1161	0.4466962308
1162	0.4466833102
1163	0.4466298879
1164	0.4465792921
1165	0.4465504841
1166	0.4465109162
1167	0.4464827594
1168	0.4464595334
1169	0.4464319697
1170	0.4463879753
1171	0.4463585313
1172	0.4463330184
1173	0.4462896231
1174	0.4462598555
1175	0.446228534
1176	0.4462025822
1177	0.446153628
1178	0.4461190887
1179	0.4460982008
1180	0.446062473
1181	0.4460347058
1182	0.4459868823
1183	0.4459337768
1184	0.4458960149
1185	0.4458539417
1186	0.4458182003
1187	0.4457953367
1188	0.4457468978
1189	0.445720064
1190	0.4456838372
1191	0.4456423037
1192	0.4456156974
1193	0.4455780244
1194	0.4455461958
1195	0.4455040787
1196	0.4454603897
1197	0.4454190164
1198	0.4453837076
1199	0.4453413664
1200	0.4453020982
1201	0.4452586782
1202	0.4452338877
1203	0.4452328575
1204	0.4451772326
1205	0.4451605006
1206	0.4451277731
1207	0.445080422
1208	0.4450314769
1209	0.4450015168
1210	0.4449636132
1211	0.4449370716
1212	0.4449306107
1213	0.4448925934
1214	0.4448567209
1215	0.4448539122
1216	0.4448067795
1217	0.4447821593
1218	0.4447527296
1219	0.4447175142
1220	0.4447006564
1221	0.4446524143
1222	0.4446218724
1223	0.4445957825
1224	0.4445805113
1225	0.444560194
1226	0.4445397922
1227	0.4445043495
1228	0.4444758912
1229	0.4444462454
